"species_code","score","start_offset_sec","end_offset_sec"
"dowwoo",0.31049627,14,17
"coohaw",0.99785864,44,47
"blujay",0.9988257,86,89
"amegfi",0.9694923,87,90
"norcar",0.9760907,90,93
"amerob",0.7660144,131,134
"rethaw",0.3299863,133,136
"carwre",0.8886434,152,155
"balori",0.73091084,159,162
"tuftit",0.7056761,159,162
"bkcchi",0.5193861,162,165
"rewbla",0.8866789,171,174
"eastow",0.51080024,214,217
"sonspa",0.40472597,221,224
"osprey",0.99136454,241,244
"bbwduc",0.41589364,267,270
"yebsap",0.6138025,287,290
"grycat",0.71354467,295,298
"grhowl",0.8321634,326,329
