"species_code","score","start_offset_sec","end_offset_sec"
"woothr",0.98997015,0,3
"chispa",0.38809845,2,5
"woewar1",0.89791787,27,30
"cerwar",0.9969044,42,45
"norpar",0.44203264,61,64
"ovenbi1",0.9999064,80,83
"amered",0.99640673,118,121
"btnwar",0.9416833,142,145
"carwre",0.45305598,193,196
"bawwar",0.9651367,204,207
"btbwar",0.5189453,214,217
"rewbla",0.2723085,222,225
"blujay",0.69804764,229,232
"veery",0.6127379,242,245
"acafly",0.9817853,254,257
"norfli",0.77816534,269,272
"tuftit",0.25742006,288,291
"bkcchi",0.44177428,327,330
"norcar",0.8963021,340,343
"reevir1",0.9977651,358,361
"pilwoo",0.9840636,358,361
"scatan",0.99639255,386,389
"yelwar",0.32241738,388,391
