"species_code","score","start_offset_sec","end_offset_sec"
"amerob",0.9736891,8,11
"rufgro",0.448598,8,11
"amegfi",0.84456706,15,18
"woothr",0.9833162,17,20
"rewbla",0.59789157,25,28
"eawpew",0.28152615,48,51
"brnthr",0.48598263,51,54
"norcar",0.6243477,54,57
"grycat",0.9999997,56,59
"eastow",0.31078917,58,61
"amered",0.983305,75,78
"yetvir",0.6846707,83,86
"blujay",0.2675736,93,96
"sonspa",0.9996113,96,99
"balori",0.34062985,97,100
"yelwar",0.5772251,110,113
"bnhcow",0.67902666,123,126
"fiespa",0.25568935,123,126
"reevir1",0.5344081,136,139
"normoc",0.28831944,172,175
