"species_code","score","start_offset_sec","end_offset_sec"
"moudov",0.91917056,10,13
"sonspa",0.8168255,14,17
"houspa",0.4142398,18,21
"easkin",0.999091,25,28
"balori",0.5873031,51,54
"warvir",0.9995721,57,60
"comgra",0.77567375,76,79
"norcar",0.6684988,80,83
"houwre",0.9837878,87,90
"rewbla",0.6363304,131,134
"cedwax",0.8810261,141,144
"purfin",0.29357558,161,164
"acafly",0.9937991,167,170
"yelwar",0.9522825,171,174
"amered",0.38446054,195,198
"hoowar",0.62615806,218,221
"amegfi",0.99516,223,226
"fiespa",0.868011,245,248
"amerob",0.9475428,287,290
"dowwoo",0.88719046,289,292
"osprey",0.8861536,311,314
