"species_code","score","start_offset_sec","end_offset_sec"
"reevir1",0.96633244,15,18
"veery",0.80480504,18,21
"scatan",0.8099706,30,33
"eawpew",0.6101305,32,35
"grycat",0.95311373,41,44
"rewbla",0.8524607,41,44
"rebwoo",0.9698374,55,58
"yelwar",0.52304476,59,62
"comyel",0.8618086,99,102
"robgro",0.9429573,108,111
"gowwar",0.33223435,113,116
"amerob",0.86566615,115,118
"orcori",0.53311217,123,126
"yebcha",0.27509567,133,136
"amered",0.98880666,143,146
"sonspa",0.904738,159,162
"woothr",0.99954444,174,177
"buwwar",0.99459076,177,180
"woewar1",0.3968123,180,183
