"species_code","score","start_offset_sec","end_offset_sec"
"grcfly",0.5220733,9,12
"whevir",0.5692995,10,13
"indbun",0.99506295,15,18
"scatan",0.3405776,19,22
"yelwar",0.79236025,27,30
"magwar",0.44717005,31,34
"amerob",0.9942611,46,49
"carwre",0.76849234,47,50
"kenwar",0.27259725,47,50
"robgro",0.32900926,48,51
"acafly",0.918943,51,54
"reevir1",0.98372716,53,56
"norpar",0.9835185,56,59
"btbwar",0.2778497,61,64
"woothr",0.35651812,65,68
"rebwoo",0.41348398,66,69
"buggna",0.96403444,73,76
"yetwar",0.49120027,78,81
"canwar",0.6695674,80,83
"ovenbi1",0.450451,80,83
