"species_code","score","start_offset_sec","end_offset_sec"
"eursta",0.2806372,0,3
"chispa",0.9921509,14,17
"norcar",0.82484496,22,25
"whbnut",0.9995115,27,30
"scatan",0.37645477,28,31
"woothr",0.99999404,38,41
"eastow",0.4060511,40,43
"purmar",0.5064194,58,61
"blujay",0.9997549,88,91
"houfin",0.66377056,112,115
"buwwar",0.41083995,154,157
"naswar",0.5767375,162,165
"norfli",0.7597038,175,178
"grycat",0.75492513,175,178
"daejun",0.56318456,187,190
"eawpew",0.9996785,249,252
"bkcchi",0.44413623,278,281
"rebwoo",0.9477595,304,307
"carchi",0.998301,311,314
"carwre",0.9386516,352,355
