"species_code","score","start_offset_sec","end_offset_sec"
"bkcchi",0.9939074,4,7
"woothr",0.95675355,17,20
"veery",0.9358062,30,33
"blujay",0.40060225,30,33
"reevir1",0.4631374,39,42
"buhvir",0.3193674,40,43
"tuftit",0.6125164,41,44
"bnhcow",0.98213553,45,48
"daejun",0.59915245,54,57
"magwar",0.62025034,57,60
"hoowar",0.99991417,61,64
"amerob",0.48217732,73,76
"indbun",0.25410703,76,79
"rebwoo",0.9918669,81,84
"amecro",0.83609414,92,95
"comyel",0.3291166,111,114
"amegfi",0.31159472,112,115
"fiespa",0.59922075,120,123
"mouwar",0.2780854,127,130
"scatan",0.9875774,134,137
"louwat",0.41893518,144,147
