"species_code","score","start_offset_sec","end_offset_sec"
"brnthr",0.99959254,1,4
"yelwar",0.9375854,5,8
"redcro",0.25706214,10,13
"amerob",0.2574856,18,21
"amered",0.9996908,25,28
"rewbla",0.7220953,28,31
"reevir1",0.6239522,31,34
"tuftit",0.49978584,31,34
"fiespa",0.942686,35,38
"sonspa",0.7401853,36,39
"norcar",0.3454194,44,47
"robgro",0.2554148,44,47
"grycat",0.87466776,57,60
"amegfi",0.81712186,63,66
"bnhcow",0.28707263,74,77
"yebcha",0.38288444,75,78
"comyel",0.40510342,77,80
"daejun",0.4165431,87,90
"veery",0.85647446,89,92
"cedwax",0.31836894,92,95
"eastow",0.3315269,96,99
