"species_code","score","start_offset_sec","end_offset_sec"
"yelwar",0.31392756,2,5
"robgro",0.26880047,6,9
"easpho",0.42607623,7,10
"amered",0.9997206,8,11
"btbwar",0.57521814,16,19
"sonspa",0.96837544,20,23
"moudov",0.95943296,25,28
"chispa",0.3962858,25,28
"amegfi",0.9934892,30,33
"cerwar",0.9997753,35,38
"brncre",0.98570895,41,44
"comyel",0.47734696,47,50
"woothr",0.99461627,57,60
"amecro",0.97633624,61,64
"norcar",0.5529937,62,65
"reevir1",0.99425113,63,66
"yetvir",0.9386424,93,96
"sancra",0.61425626,104,107
"warvir",0.9827508,105,108
