"species_code","score","start_offset_sec","end_offset_sec"
"woothr",0.9997778,9,12
"amered",0.935239,14,17
"btnwar",0.28453892,15,18
"blujay",0.9952321,32,35
"moudov",0.9256017,39,42
"scatan",0.9907517,41,44
"bawwar",0.30800006,59,62
"woewar1",0.8866952,69,72
"amecro",0.66710126,86,89
"reevir1",0.99388677,87,90
"bkcchi",0.3997934,87,90
"bkbwar",0.58510345,93,96
"amerob",0.64732903,105,108
"indbun",0.38105527,107,110
"grcfly",0.26383105,109,112
"ovenbi1",0.994263,111,114
"cerwar",0.9804599,150,153
