"species_code","score","start_offset_sec","end_offset_sec"
"yebcha",0.27391443,31,34
"virrai",0.9999681,43,46
"amerob",0.6702735,51,54
"vesspa",0.25362748,53,56
"clarai11",0.8658573,58,61
"killde",0.70061344,69,72
"amegfi",0.9986829,87,90
"daejun",0.53536737,89,92
"norfli",0.97503626,97,100
"houwre",0.9998791,115,118
"norcar",0.88761026,119,122
"barswa",0.98112315,123,126
"houfin",0.36863378,142,145
"fiespa",0.973997,159,162
"sonspa",0.9995242,180,183
"rewbla",0.98889863,184,187
"swaspa",0.97214967,186,189
"rebwoo",0.8184374,190,193
"comyel",0.9961514,193,196
"cedwax",0.9737829,206,209
