"species_code","score","start_offset_sec","end_offset_sec"
"amegfi",0.9849662,4,7
"chispa",0.9623029,9,12
"normoc",0.8025628,9,12
"grycat",0.99991333,17,20
"prawar",0.6526515,34,37
"reevir1",0.88188267,36,39
"amerob",0.768793,42,45
"brnthr",0.8385123,50,53
"houfin",0.9831236,60,63
"rewbla",0.9176243,61,64
"comgra",0.35324472,63,66
"blujay",0.4199574,65,68
"tuftit",0.3202397,68,71
"boboli",0.2794398,69,72
"bnhcow",0.27717623,90,93
"sonspa",0.6042894,93,96
"eursta",0.59551877,94,97
"balori",0.6226898,105,108
"buggna",0.29245457,117,120
"norcar",0.63890624,118,121
