"species_code","score","start_offset_sec","end_offset_sec"
"palwar",0.3747366,3,6
"comyel",0.99307805,13,16
"herthr",0.8725212,21,24
"yelwar",0.33730012,33,36
"cedwax",0.41243413,39,42
"magwar",0.9642738,46,49
"norfli",0.99993306,65,68
"daejun",0.49793494,66,69
"bawwar",0.9894578,70,73
"winwre3",0.99963933,73,76
"yerwar",0.9869188,93,96
"olsfly",0.999984,97,100
"naswar",0.76152146,97,100
"grycat",0.2617233,105,108
"purfin",0.30702534,106,109
"reevir1",0.8195875,107,110
"whtspa",0.99928796,108,111
"amerob",0.4672045,109,112
"indbun",0.39399236,131,134
"fiespa",0.3179467,134,137
"aldfly",0.9825842,135,138
"bkcchi",0.53798234,136,139
"canwar",0.5096523,156,159
