"species_code","score","start_offset_sec","end_offset_sec"
"yebcha",0.9839362,0,3
"cliswa",0.9885785,11,14
"tuftit",0.288108,12,15
"indbun",0.952093,15,18
"pilwoo",0.85413176,15,18
"reevir1",0.5785727,15,18
"fiespa",0.9949732,22,25
"bnhcow",0.32894918,23,26
"sonspa",0.64037174,25,28
"orcori",0.9998426,27,30
"bkcchi",0.400937,35,38
"blugrb1",0.987216,39,42
"amerob",0.34416986,45,48
"norcar",0.97759515,46,49
"prawar",0.8976941,48,51
"amecro",0.80318946,49,52
"easblu",0.41714442,49,52
"houfin",0.25563967,53,56
"cedwax",0.87823385,55,58
