"species_code","score","start_offset_sec","end_offset_sec"
"amerob",0.88826644,10,13
"dowwoo",0.87885594,12,15
"houspa",0.33565032,13,16
"marwre",0.6036972,21,24
"norcar",0.9228247,26,29
"balori",0.35549587,28,31
"grycat",0.9984422,30,33
"sonspa",0.9995069,39,42
"reevir1",0.96835774,46,49
"rewbla",0.83186847,51,54
"tuftit",0.53624135,56,59
"indbun",0.99932027,63,66
"blujay",0.42273867,67,70
"swaspa",0.9998536,76,79
"daejun",0.39400935,77,80
"carwre",0.9457743,80,83
"swathr",0.2825083,85,88
"comyel",0.339965,95,98
"rebwoo",0.5314871,97,100
"moudov",0.9920307,101,104
"amegfi",0.81587905,102,105
"easblu",0.9433641,103,106
