"species_code","score","start_offset_sec","end_offset_sec"
"btnwar",0.32056203,2,5
"bnhcow",0.29794654,2,5
"btbwar",0.9955881,41,44
"ovenbi1",0.9858739,51,54
"bkcchi",0.99925363,73,76
"rebnut",0.99161434,79,82
"rufgro",0.83172745,100,103
"buwwar",0.6590688,126,129
"swathr",0.3644796,136,139
"bkbwar",0.29690996,148,151
"daejun",0.8261886,158,161
"comyel",0.9827205,162,165
"mouwar",0.9972343,184,187
"reevir1",0.9823064,187,190
"herthr",0.33714157,195,198
"woothr",0.9582393,198,201
"magwar",0.9921484,199,202
"scatan",0.76024824,199,202
