"species_code","score","start_offset_sec","end_offset_sec"
"cedwax",0.81998986,4,7
"prawar",0.816431,7,10
"sonspa",0.9912177,9,12
"houspa",0.27556378,16,19
"rewbla",0.27020854,22,25
"bkcchi",0.9644663,25,28
"amecro",0.8935196,27,30
"reevir1",0.6180958,27,30
"ovenbi1",0.81714433,32,35
"chswar",0.43765378,38,41
"indbun",0.99541444,67,70
"comgra",0.8881848,70,73
"eastow",0.38313162,81,84
"comyel",0.9989845,89,92
"blujay",0.26018965,96,99
"magwar",0.98987764,119,122
"whtspa",0.29431146,119,122
"amegfi",0.29315922,123,126
