"species_code","score","start_offset_sec","end_offset_sec"
"sonspa",0.9564134,3,6
"amecro",0.62068474,3,6
"houwre",0.3426283,5,8
"amerob",0.6187177,6,9
"eastow",0.7045197,15,18
"yebcha",0.42431992,16,19
"acafly",0.3727597,16,19
"scatan",0.45895785,19,22
"carwre",0.56009424,27,30
"easpho",0.4167818,27,30
"bkcchi",0.3727431,27,30
"veery",0.95645773,28,31
"brwhaw",0.78787893,36,39
"tuftit",0.9563106,46,49
"yetvir",0.79298854,59,62
"prowar",0.25414756,68,71
"rewbla",0.5441284,73,76
"norcar",0.85206044,94,97
"gockin",0.28714934,104,107
"woothr",0.9999957,113,116
"reevir1",0.9959722,146,149
