"species_code","score","start_offset_sec","end_offset_sec"
"amecro",0.2772579,11,14
"bkcchi",0.33912545,45,48
"moudov",0.99707204,60,63
"eawpew",0.9879795,66,69
"amerob",0.7290621,86,89
"swathr",0.2908828,91,94
"grcfly",0.9796558,117,120
"rebwoo",0.8093444,143,146
"scatan",0.8547403,152,155
"easblu",0.84088653,153,156
"grbher3",0.27881512,174,177
"eastow",0.98838955,187,190
"blujay",0.5301997,219,222
"carwre",0.99934477,229,232
"rethaw",0.38349485,237,240
"woothr",0.9997593,282,285
"tuftit",0.4493868,285,288
"comrav",0.9961096,344,347
"normoc",0.41232422,356,359
"rewbla",0.83539283,384,387
"houspa",0.5873145,399,402
"purmar",0.99018633,415,418
"brnthr",0.46279156,438,441
"buhvir",0.33736992,438,441
"cangoo",0.28099328,439,442
"norcar",0.9862287,444,447
"dowwoo",0.79215777,495,498
"eucdov",0.31280854,542,545
