"species_code","score","start_offset_sec","end_offset_sec"
"leabit",0.69864416,18,21
"amebit",0.38979396,19,22
"virrai",0.5347333,34,37
"comgal1",0.9961571,37,40
"amerob",0.25950414,43,46
"sonspa",0.9968376,71,74
"normoc",0.69256085,76,79
"treswa",0.9276276,78,81
"marwre",0.9999911,89,92
"pibgre",0.806226,120,123
"yebcuc",0.26515242,122,125
"swaspa",0.99995786,159,162
"rewbla",0.9982095,172,175
"y00475",0.2848534,242,245
"comyel",0.95778245,245,248
"barswa",0.96689093,281,284
"cliswa",0.5704206,283,286
"killde",0.9565636,399,402
