"species_code","score","start_offset_sec","end_offset_sec"
"buwwar",0.48995095,12,15
"moudov",0.8261565,31,34
"indbun",0.995284,78,81
"easwpw1",0.93169254,84,87
"balori",0.34107167,123,126
"sonspa",0.5271228,217,220
"woothr",0.9999905,224,227
"bnhcow",0.35306486,227,230
"yelwar",0.53253335,262,265
"norcar",0.9765638,271,274
"fiespa",0.97863483,409,412
"amecro",0.862457,458,461
"whevir",0.41058272,460,463
"yebcha",0.2685007,555,558
"chispa",0.34317404,565,568
"eastow",0.97307986,575,578
"amerob",0.8163537,582,585
"comgra",0.32123464,582,585
"rewbla",0.5658928,583,586
"buggna",0.9953437,593,596
"grycat",0.9953637,603,606
"prowar",0.48125634,620,623
