"species_code","score","start_offset_sec","end_offset_sec"
"reevir1",0.71351,5,8
"buggna",0.96552503,9,12
"comyel",0.99960506,12,15
"rewbla",0.48212346,29,32
"sonspa",0.31291848,30,33
"amegfi",0.98486704,49,52
"eawpew",0.9979034,72,75
"orcori",0.99961215,92,95
"indbun",0.99318784,93,96
"amerob",0.26108506,111,114
"tuftit",0.73460317,116,119
"chispa",0.43893796,173,176
"amecro",0.93157566,205,208
"yebcha",0.9998091,208,211
"norcar",0.970677,219,222
"fiespa",0.9990706,234,237
"easblu",0.6549195,242,245
