"species_code","score","start_offset_sec","end_offset_sec"
"whtspa",0.9877408,3,6
"norcar",0.9931267,7,10
"rebwoo",0.9931203,7,10
"blujay",0.9900823,7,10
"eursta",0.31325236,7,10
"coohaw",0.99006844,10,13
"whbnut",0.5548011,14,17
"hoowar",0.3413804,15,18
"carwre",0.26501548,15,18
"houfin",0.9921781,35,38
"warvir",0.2726045,42,45
"purfin",0.55377185,45,48
"tuftit",0.55076647,46,49
"amerob",0.6499403,47,50
"eawpew",0.9992375,52,55
"houspa",0.3219434,59,62
"woothr",0.9849574,66,69
"bkcchi",0.3350269,70,73
