"species_code","score","start_offset_sec","end_offset_sec"
"sonspa",0.47062722,43,46
"rewbla",0.9912078,44,47
"comgra",0.9869259,46,49
"ruckin",0.3294624,72,75
"easkin",0.9962686,86,89
"moudov",0.9575961,89,92
"amecro",0.69163924,91,94
"blujay",0.9279152,196,199
"whbnut",0.643434,216,219
"bnhcow",0.2725396,231,234
"grycat",0.30245396,232,235
"warvir",0.99999774,236,239
"brncre",0.28400853,239,242
"amerob",0.9648233,246,249
"treswa",0.45753375,263,266
"reevir1",0.45378065,282,285
"cedwax",0.9504113,344,347
"eursta",0.92336386,352,355
"daejun",0.37525663,362,365
"dickci",0.6636227,373,376
"nrwswa",0.38587672,437,440
"banswa",0.9930319,444,447
