"species_code","score","start_offset_sec","end_offset_sec"
"norcar",0.37155807,8,11
"amered",0.99924153,15,18
"prowar",0.9628468,44,47
"norpar",0.6358213,44,47
"yebsap",0.9797073,59,62
"whtspa",0.25760177,62,65
"daejun",0.5770814,66,69
"btbwar",0.98448604,72,75
"btnwar",0.9560638,74,77
"reevir1",0.9954499,75,78
"yelwar",0.7650871,88,91
"robgro",0.29230714,88,91
"cerwar",0.8631336,98,101
"scatan",0.6262922,99,102
"balori",0.32161713,113,116
"amerob",0.274982,149,152
"hoowar",0.37132606,160,163
"bkbwar",0.3107725,161,164
"pinwar",0.8164818,210,213
