"species_code","score","start_offset_sec","end_offset_sec"
"eawpew",0.9990543,10,13
"whbnut",0.997306,11,14
"scatan",0.9010109,11,14
"moudov",0.8546426,12,15
"reevir1",0.6383217,13,16
"brncre",0.56982946,13,16
"fiespa",0.26825798,17,20
"blujay",0.32575852,36,39
"veery",0.8056604,55,58
"amerob",0.53771305,56,59
"ovenbi1",0.9974365,103,106
"rebwoo",0.9919653,106,109
"tuftit",0.42245838,125,128
"chispa",0.48309577,127,130
"gockin",0.25423837,131,134
"carwre",0.9335924,135,138
"woothr",0.9999999,168,171
"eastow",0.8584793,179,182
"easpho",0.9620906,189,192
"carchi",0.56833184,190,193
"norcar",0.9842058,193,196
"grcfly",0.7138665,204,207
"haiwoo",0.8711873,222,225
