"species_code","score","start_offset_sec","end_offset_sec"
"amerob",0.7432195,7,10
"balori",0.3731338,10,13
"amegfi",0.6000441,27,30
"rewbla",0.6734192,35,38
"whbnut",0.9952831,45,48
"houfin",0.43248528,47,50
"bkcchi",0.93813634,61,64
"eursta",0.54324055,65,68
"tuftit",0.77291024,69,72
"rebwoo",0.82940173,86,89
"norfli",0.38784418,96,99
"houspa",0.44551894,97,100
"yelwar",0.27965584,120,123
"amecro",0.8499682,124,127
"blujay",0.26333424,124,127
"norcar",0.2639851,143,146
"grycat",0.9999497,171,174
