"species_code","score","start_offset_sec","end_offset_sec"
"whtspa",0.6559772,14,17
"herthr",0.6720152,17,20
"amecro",0.91374725,18,21
"reevir1",0.8842461,19,22
"rebwoo",0.38528398,36,39
"tuftit",0.26307932,36,39
"cedwax",0.93216985,48,51
"veery",0.99510694,55,58
"gockin",0.3445549,56,59
"dowwoo",0.49918061,59,62
"amerob",0.6964777,64,67
"brnthr",0.75903505,71,74
"leafly",0.99535376,73,76
"houwre",0.2943416,78,81
"rewbla",0.7149653,79,82
"norcar",0.6077098,79,82
"grycat",0.9999817,82,85
"blujay",0.9078594,95,98
"carwre",0.26238078,95,98
"balori",0.40070647,96,99
"woothr",0.44185516,97,100
