"species_code","score","start_offset_sec","end_offset_sec"
"louwat",0.25393435,2,5
"magwar",0.25256878,33,36
"herthr",0.999301,47,50
"btnwar",0.9618175,51,54
"bkcchi",0.3759313,52,55
"woothr",0.42238122,62,65
"swathr",0.89646924,72,75
"pinwar",0.43989995,76,79
"buhvir",0.99750006,79,82
"eawpew",0.9976563,104,107
"chswar",0.725416,107,110
"yerwar",0.4434302,113,116
"nswowl",0.43322366,116,119
"comrav",0.9398042,161,164
"yebsap",0.7420319,164,167
"comyel",0.5338145,170,173
"reevir1",0.9890312,176,179
"ovenbi1",0.98287266,194,197
"daejun",0.34692386,202,205
"chiswi",0.25439483,205,208
"cerwar",0.9335647,208,211
