"species_code","score","start_offset_sec","end_offset_sec"
"grycat",0.73036736,2,5
"rebwoo",0.26474506,8,11
"eursta",0.99964684,13,16
"cedwax",0.37066266,18,21
"warvir",0.7666587,19,22
"amerob",0.8852121,22,25
"yelwar",0.5665033,22,25
"bnhcow",0.4159935,23,26
"norcar",0.46649864,25,28
"bkcchi",0.67634577,27,30
"rewbla",0.930209,32,35
"brnthr",0.27582535,36,39
"sonspa",0.6238071,42,45
"tuftit",0.32174835,43,46
"yebsap",0.47519195,47,50
"rethaw",0.58753365,49,52
"dowwoo",0.7739296,56,59
"houfin",0.9405794,64,67
"moudov",0.8174569,70,73
"killde",0.29817992,72,75
"houspa",0.8756747,74,77
"blujay",0.98283607,82,85
"easkin",0.39590496,93,96
