"species_code","score","start_offset_sec","end_offset_sec"
"chispa",0.87115926,10,13
"woothr",0.99999416,12,15
"grycat",0.9436519,60,63
"buwwar",0.39938,73,76
"indbun",0.9984953,85,88
"rebwoo",0.4780549,85,88
"reevir1",0.99424094,98,101
"norcar",0.7248895,110,113
"blujay",0.3768054,127,130
"sonspa",0.2696711,151,154
"eawpew",0.9896529,152,155
"tuftit",0.8067379,167,170
"daejun",0.3414316,173,176
"acafly",0.9906299,183,186
"buggna",0.94200873,183,186
"yebcuc",0.9989346,189,192
"amegfi",0.5293033,214,217
