"species_code","score","start_offset_sec","end_offset_sec"
"reevir1",0.8864545,10,13
"prawar",0.9748297,18,21
"yebcha",0.33528367,24,27
"rebwoo",0.25821164,38,41
"brnthr",0.28968838,47,50
"norpar",0.530673,52,55
"balori",0.3538483,54,57
"norcar",0.8366983,56,59
"acafly",0.8973586,59,62
"moudov",0.93278366,61,64
"normoc",0.69132876,61,64
"warvir",0.35293782,67,70
"woothr",0.7748279,68,71
"carwre",0.99854743,71,74
"whevir",0.76629114,84,87
"amecro",0.95087534,92,95
"comyel",0.9461895,97,100
"tuftit",0.99913824,100,103
