"species_code","score","start_offset_sec","end_offset_sec"
"louwat",0.8372227,3,6
"brnthr",0.9999043,37,40
"norfli",0.8622313,70,73
"amecro",0.93014026,79,82
"whevir",0.9995514,82,85
"eastow",0.40459687,88,91
"tuftit",0.71564806,92,95
"carchi",0.529433,93,96
"carwre",0.9966587,94,97
"normoc",0.27189702,106,109
"yelwar",0.40401438,108,111
"indbun",0.939031,111,114
"amerob",0.66125256,112,115
"woothr",0.8189603,118,121
"buggna",0.99880755,129,132
"norcar",0.95641404,129,132
"grycat",0.9964968,160,163
