"species_code","score","start_offset_sec","end_offset_sec"
"warvir",0.99941295,15,18
"yelwar",0.29110837,44,47
"amegfi",0.99629706,59,62
"reevir1",0.43398935,72,75
"easkin",0.9773786,83,86
"amerob",0.9533983,100,103
"norcar",0.7014724,117,120
"comgra",0.7945285,119,122
"dowwoo",0.95624286,124,127
"osprey",0.90962684,147,150
"balori",0.5139698,152,155
"eursta",0.3696629,155,158
"grycat",0.3849551,156,159
"houwre",0.84642166,160,163
"fiespa",0.971529,171,174
"purfin",0.80417085,193,196
"acafly",0.9966098,226,229
"moudov",0.9473906,229,232
"sonspa",0.790274,229,232
"sposan",0.6352515,264,267
