"species_code","score","start_offset_sec","end_offset_sec"
"blujay",0.9949814,2,5
"sonspa",0.91024303,5,8
"yebcuc",0.868415,5,8
"orcori",0.46436843,9,12
"swaspa",0.8581868,14,17
"swathr",0.683526,16,19
"robgro",0.67476577,22,25
"norcar",0.30847934,22,25
"reevir1",0.87157035,23,26
"scatan",0.99154896,27,30
"herthr",0.29101703,31,34
"amered",0.95976293,32,35
"grcfly",0.6994326,32,35
"yetvir",0.34491354,37,40
"bkcchi",0.56228715,41,44
"woothr",0.99962837,51,54
"rewbla",0.32320476,66,69
"eastow",0.56764525,72,75
"amerob",0.3173016,73,76
"indbun",0.34871995,77,80
"amecro",0.91869915,83,86
"grycat",0.7490974,87,90
"comyel",0.98515284,88,91
