"species_code","score","start_offset_sec","end_offset_sec"
"sonspa",0.99870574,13,16
"balori",0.6054819,16,19
"carwre",0.2750925,16,19
"yelwar",0.9938756,17,20
"boboli",0.698292,43,46
"robgro",0.3869411,50,53
"moudov",0.7284632,52,55
"yebcuc",0.83827305,58,61
"grycat",0.9999261,63,66
"brnthr",0.8578352,76,79
"houfin",0.4251141,92,95
"sposan",0.41768104,99,102
"indbun",0.6676509,101,104
"norcar",0.6375896,101,104
"barswa",0.9991881,118,121
"blujay",0.57177967,123,126
"amecro",0.9995397,180,183
"amegfi",0.8791107,182,185
"warvir",0.71460885,188,191
"easpho",0.94512284,189,192
"amerob",0.9863467,202,205
"rewbla",0.9890056,252,255
"easmea",0.2916834,254,257
"easkin",0.27636686,263,266
"comyel",0.8983101,264,267
"grnher",0.47806302,264,267
"fiespa",0.999832,287,290
"eastow",0.68057644,302,305
"cedwax",0.9961407,303,306
"eursta",0.56641483,305,308
"blugrb1",0.7492278,333,336
"reevir1",0.3118704,334,337
