"species_code","score","start_offset_sec","end_offset_sec"
"balori",0.5695958,16,19
"kenwar",0.4045049,18,21
"tuftit",0.9449927,19,22
"easblu",0.43948728,22,25
"indbun",0.9832158,30,33
"carchi",0.33345923,40,43
"brncre",0.25302848,44,47
"sonspa",0.619983,56,59
"amecro",0.7784418,59,62
"whbnut",0.5526183,71,74
"whevir",0.34061712,73,76
"moudov",0.38448143,84,87
"yebcha",0.8615477,96,99
"amegfi",0.2683482,143,146
"amerob",0.28486785,148,151
"eastow",0.9999898,157,160
"woothr",0.92886716,165,168
"prawar",0.2736212,165,168
"acafly",0.46585816,175,178
"blujay",0.35713172,204,207
