"species_code","score","start_offset_sec","end_offset_sec"
"amered",0.8496144,4,7
"houspa",0.5526177,16,19
"normoc",0.5914502,40,43
"eastow",0.3349575,44,47
"rewbla",0.91617656,45,48
"balori",0.94782877,72,75
"sonspa",0.99582916,77,80
"amerob",0.8079949,128,131
"cedwax",0.6819422,152,155
"grycat",0.99999684,176,179
"yelwar",0.9930429,176,179
"brnthr",0.45039648,202,205
"blujay",0.7956514,212,215
"swathr",0.49216014,213,216
"carwre",0.9395968,230,233
"osprey",0.8175743,243,246
"orcori",0.9241645,262,265
"bkpwar",0.5810336,264,267
"bkcchi",0.2993139,266,269
"tuftit",0.95636266,293,296
"norcar",0.9684061,303,306
"bnhcow",0.40881035,309,312
