"species_code","score","start_offset_sec","end_offset_sec"
"sonspa",0.99767625,5,8
"orcori",0.43775517,9,12
"houfin",0.995782,12,15
"scatan",0.2606935,16,19
"normoc",0.99966323,21,24
"rethaw",0.3936406,25,28
"amerob",0.59152097,26,29
"norcar",0.979782,27,30
"whtspa",0.27196828,28,31
"bnhcow",0.31620583,29,32
"comgra",0.70916164,35,38
"rewbla",0.83367157,36,39
"carchi",0.3575982,38,41
"gockin",0.46543682,47,50
"amegfi",0.9428056,53,56
"tuftit",0.9787461,54,57
"carwre",0.56152284,55,58
"chispa",0.4246041,61,64
"yebcha",0.49110508,63,66
