"species_code","score","start_offset_sec","end_offset_sec"
"herthr",0.32432008,3,6
"bkcchi",0.9999864,8,11
"tuftit",0.7925415,13,16
"chswar",0.93859535,21,24
"ovenbi1",0.94327587,25,28
"reevir1",0.9806959,41,44
"buggna",0.80293167,50,53
"yelwar",0.8714825,65,68
"swaspa",0.562288,104,107
"comyel",0.9339759,108,111
"grycat",0.44200763,114,117
"houspa",0.25928554,121,124
"eastow",0.9937308,123,126
"cedwax",0.37252527,125,128
"norcar",0.5222928,130,133
"leafly",0.3290098,141,144
"amerob",0.7047958,142,145
