"species_code","score","start_offset_sec","end_offset_sec"
"ovenbi1",0.98780775,21,24
"amerob",0.83159107,45,48
"naswar",0.5354734,52,55
"cerwar",0.27398437,54,57
"haiwoo",0.97933114,65,68
"eastow",0.33247393,68,71
"dowwoo",0.8521412,72,75
"cedwax",0.9744604,83,86
"bkcchi",0.29543793,94,97
"buggna",0.5523488,108,111
"yetvir",0.9997719,111,114
"norcar",0.62983227,111,114
"reevir1",0.5258123,118,121
"amered",0.8918202,131,134
"comyel",0.9940838,154,157
"swathr",0.4733226,159,162
"buhvir",0.282575,160,163
"veery",0.99891436,167,170
