"species_code","score","start_offset_sec","end_offset_sec"
"bkbwar",0.29046363,13,16
"comyel",0.99650085,24,27
"herthr",0.32902116,34,37
"yelwar",0.8118322,67,70
"carwre",0.9892407,75,78
"brncre",0.9645987,83,86
"chswar",0.4057895,112,115
"cedwax",0.7076304,154,157
"sonspa",0.9995225,218,221
"whbnut",0.89298046,219,222
"carchi",0.96817535,255,258
"bkcchi",0.9915353,284,287
"houwre",0.93667877,295,298
"rewbla",0.99212813,305,308
"robgro",0.6150846,370,373
"warvir",0.394244,383,386
"swaspa",0.7243337,389,392
"camwar",0.4930651,439,442
"amecro",0.954835,440,443
"reevir1",0.9978346,558,561
"henspa",0.31456408,564,567
"bkbcuc",0.68476313,576,579
"rebnut",0.99757415,588,591
"purfin",0.28090376,600,603
"gockin",0.9995914,625,628
"blujay",0.72503716,713,716
"graspa",0.98159176,760,763
"eastow",0.98707515,765,768
"norcar",0.82367957,806,809
"amegfi",0.96852046,811,814
"tuftit",0.903247,811,814
"amerob",0.98827946,830,833
"woothr",0.78660417,832,835
