"species_code","score","start_offset_sec","end_offset_sec"
"eawpew",0.89636064,0,3
"amecro",0.7966554,0,3
"houfin",0.73295325,0,3
"amerob",0.4857705,8,11
"sonspa",0.6628385,9,12
"bkcchi",0.83342636,11,14
"grycat",0.66956604,13,16
"reevir1",0.7365244,14,17
"cangoo",0.5122246,20,23
"chispa",0.39087936,35,38
"swaspa",0.25955352,35,38
"woothr",0.27868545,37,40
"sedwre1",0.98894125,40,43
"amegfi",0.9697788,41,44
"rebwoo",0.5107348,44,47
"blujay",0.9972269,46,49
"rewbla",0.96718377,51,54
"boboli",0.99994564,55,58
