"species_code","score","start_offset_sec","end_offset_sec"
"wiltur",0.3002542,5,8
"veery",0.9996847,11,14
"daejun",0.51055545,13,16
"brncre",0.99408686,19,22
"reevir1",0.9926319,19,22
"mouwar",0.9999719,26,29
"kenwar",0.2844821,29,32
"grycat",0.790166,35,38
"woothr",0.41956374,36,39
"haiwoo",0.32214698,45,48
"bawwar",0.93511915,47,50
"bkcchi",0.27045286,54,57
"btnwar",0.9790476,55,58
"moudov",0.43853968,60,63
"blujay",0.71391416,75,78
"ovenbi1",0.99691457,77,80
"btbwar",0.92113435,83,86
"robgro",0.5194972,83,86
"amerob",0.32278067,90,93
