"species_code","score","start_offset_sec","end_offset_sec"
"norcar",0.9974033,8,11
"normoc",0.29203263,14,17
"amegfi",0.9623983,17,20
"balori",0.46428818,20,23
"blujay",0.3292097,23,26
"bkcchi",0.32084113,29,32
"houfin",0.99947613,30,33
"grycat",0.29077038,45,48
"amerob",0.9951782,55,58
"tuftit",0.8245403,82,85
"moudov",0.9903213,90,93
"carwre",0.7042458,98,101
"yetvir",0.40998146,102,105
"houwre",0.43207604,108,111
"yelwar",0.2826238,110,113
"scatan",0.756831,119,122
"orcori",0.92138827,136,139
"warvir",0.7129764,143,146
"reevir1",0.98381114,148,151
"buggna",0.74807507,148,151
