"species_code","score","start_offset_sec","end_offset_sec"
"scatan",0.94201094,18,21
"buggna",0.26775086,22,25
"grcfly",0.55463904,44,47
"reevir1",0.98683614,86,89
"cedwax",0.32134062,105,108
"yebsap",0.8959813,204,207
"bkcchi",0.97370905,206,209
"btnwar",0.35972035,229,232
"yetvir",0.45294803,234,237
"prowar",0.46102056,251,254
"rebnut",0.2763956,260,263
"whbnut",0.36540288,264,267
"yelwar",0.4090947,265,268
"magwar",0.32301024,265,268
"veery",0.8001643,285,288
"amered",0.99985945,301,304
"amegfi",0.93030804,328,331
