"species_code","score","start_offset_sec","end_offset_sec"
"amegfi",0.8546451,158,161
"woothr",0.9999995,223,226
"veery",0.7766567,260,263
"carwre",0.9591423,265,268
"sonspa",0.32889175,265,268
"swathr",0.2968026,275,278
"eawpew",0.26114258,309,312
"moudov",0.99104106,348,351
"bkcchi",0.2856134,357,360
"reevir1",0.72290075,476,479
"normoc",0.2520161,484,487
"blugrb1",0.28999725,485,488
"blujay",0.9982964,487,490
"rebwoo",0.8950981,519,522
"daejun",0.3558055,520,523
"woewar1",0.4836689,551,554
"gowwar",0.4210376,551,554
"amerob",0.7602569,607,610
"scatan",0.9985902,673,676
"eastow",0.8272641,696,699
"kenwar",0.5346971,698,701
"ycnher",0.29735574,751,754
"norcar",0.9943633,765,768
"whevir",0.3722667,765,768
"carchi",0.25377125,857,860
