"species_code","score","start_offset_sec","end_offset_sec"
"norcar",0.9462351,18,21
"indbun",0.99895924,38,41
"yelwar",0.30755907,92,95
"carwre",0.9966831,114,117
"woothr",0.78071463,129,132
"swathr",0.29211318,149,152
"moudov",0.47996354,156,159
"rewbla",0.73371303,164,167
"comyel",0.95945626,171,174
"amerob",0.7278215,212,215
"grycat",0.9990423,231,234
"amecro",0.99395,238,241
"amegfi",0.95561767,250,253
"buggna",0.99080527,251,254
"reevir1",0.8175495,251,254
"chispa",0.6341557,259,262
"fiespa",0.71563596,304,307
