"species_code","score","start_offset_sec","end_offset_sec"
"grycat",0.44958916,5,8
"eawpew",0.9063956,9,12
"dowwoo",0.3361573,14,17
"veery",0.99987227,15,18
"yelwar",0.83243114,15,18
"swaspa",0.8868686,18,21
"balori",0.6938075,22,25
"woothr",0.8709394,41,44
"scatan",0.52682555,41,44
"amerob",0.41025716,53,56
"yetvir",0.9980356,61,64
"rewbla",0.32086393,77,80
"amered",0.9954783,84,87
"reevir1",0.99462485,95,98
"amecro",0.5389979,96,99
"bawwar",0.3789338,96,99
"norcar",0.8485861,104,107
"ovenbi1",0.9994972,107,110
