"species_code","score","start_offset_sec","end_offset_sec"
"woothr",0.26845747,3,6
"rewbla",0.90230274,27,30
"sonspa",0.95652246,36,39
"yelwar",0.9952075,37,40
"blujay",0.53282875,45,48
"cedwax",0.99114347,46,49
"dowwoo",0.91975373,55,58
"rebwoo",0.3121552,56,59
"carwre",0.95521635,58,61
"whbnut",0.9928444,60,63
"tuftit",0.48320365,75,78
"yetvir",0.30068552,77,80
"chispa",0.98546,83,86
"moudov",0.9862698,88,91
"reevir1",0.925927,90,93
"amerob",0.829336,96,99
"amegfi",0.8012608,97,100
"norcar",0.8090788,98,101
"grycat",0.9024273,105,108
"whevir",0.42851892,107,110
"chswar",0.9912484,118,121
