"species_code","score","start_offset_sec","end_offset_sec"
"chispa",0.7841395,0,3
"grycat",0.78893346,3,6
"houwre",0.5851022,7,10
"brnthr",0.26488388,8,11
"woothr",0.9501237,15,18
"reevir1",0.7431345,24,27
"fiespa",0.4840197,41,44
"amerob",0.5513324,56,59
"eastow",0.29268256,57,60
"swathr",0.46697968,59,62
"comyel",0.999882,69,72
"rewbla",0.8041537,85,88
"cedwax",0.9213655,108,111
"bnhcow",0.38265947,111,114
"brncre",0.70895076,127,130
"sonspa",0.9994845,128,131
"indbun",0.26461077,133,136
"prawar",0.99035555,134,137
