"species_code","score","start_offset_sec","end_offset_sec"
"yerwar",0.29892108,12,15
"buggna",0.9459656,17,20
"chispa",0.9994457,21,24
"comyel",0.9840748,32,35
"carwre",0.89523304,42,45
"louwat",0.98711264,56,59
"reevir1",0.2630329,78,81
"sonspa",0.260717,82,85
"norcar",0.9977153,88,91
"yebcuc",0.98854274,90,93
"eastow",0.9884738,97,100
"rebwoo",0.5304923,111,114
"grycat",0.74616873,112,115
"yebcha",0.30852544,124,127
"amegfi",0.37928733,126,129
"dowwoo",0.31348714,128,131
"tuftit",0.641095,135,138
"indbun",0.83785975,148,151
"amerob",0.35872495,181,184
