"species_code","score","start_offset_sec","end_offset_sec"
"comgra",0.9756856,11,14
"rewbla",0.97475344,11,14
"blujay",0.99387723,12,15
"grycat",0.9655903,14,17
"amerob",0.989961,19,22
"cangoo",0.63689387,19,22
"moudov",0.987904,21,24
"cerwar",0.99529076,25,28
"yelwar",0.97076535,29,32
"cedwax",0.4365282,30,33
"warvir",0.9979252,35,38
"amered",0.8888555,37,40
"reevir1",0.7773646,41,44
"btbwar",0.7157137,41,44
"amecro",0.45873442,41,44
"sonspa",0.79898524,45,48
"yerwar",0.7779288,48,51
"tuftit",0.2676777,50,53
"bnhcow",0.95331055,53,56
"balori",0.998557,61,64
"norcar",0.34427428,63,66
