"species_code","score","start_offset_sec","end_offset_sec"
"houwre",0.99742657,15,18
"comter",0.5055553,25,28
"blujay",0.99907684,28,31
"marwre",0.8381423,33,36
"grycat",0.65816295,34,37
"amerob",0.9300967,36,39
"reevir1",0.40712953,36,39
"whbnut",0.5352397,39,42
"comrav",0.30537054,40,43
"amegfi",0.97236127,41,44
"buggna",0.46358728,43,46
"balori",0.92877877,48,51
"rebwoo",0.8228375,50,53
"rewbla",0.28413627,97,100
"orcori",0.99390024,99,102
"moudov",0.96658653,102,105
"nrwswa",0.6232695,102,105
"cliswa",0.9986867,111,114
"cedwax",0.6226078,114,117
"yebsap",0.30710834,120,123
