"species_code","score","start_offset_sec","end_offset_sec"
"winwre3",0.47464284,2,5
"moudov",0.2689252,3,6
"scatan",0.27492318,22,25
"cangoo",0.38739446,28,31
"buhvir",0.8636482,50,53
"warvir",0.42220974,59,62
"eawpew",0.54663134,62,65
"reevir1",0.9869808,67,70
"yebsap",0.44660318,68,71
"ovenbi1",0.999679,72,75
"dowwoo",0.93687344,82,85
"sonspa",0.8245429,82,85
"rewbla",0.9819671,87,90
"btbwar",0.42570934,94,97
"daejun",0.82587314,131,134
"swaspa",0.99442446,145,148
"leafly",0.9991507,149,152
"treswa",0.520712,156,159
