"species_code","score","start_offset_sec","end_offset_sec"
"btnwar",0.39680874,8,11
"woothr",0.9754615,18,21
"winwre3",0.99993825,22,25
"cerwar",0.65786177,29,32
"norpar",0.70319587,30,33
"veery",0.52589476,49,52
"gockin",0.48804915,51,54
"swathr",0.9958961,64,67
"ovenbi1",0.907734,72,75
"amecro",0.7126847,81,84
"daejun",0.42254546,95,98
"reevir1",0.9917735,100,103
"yebfly",0.9480271,126,129
"sonspa",0.5421359,154,157
"magwar",0.9939036,155,158
"herthr",0.8612369,167,170
"rinduc",0.4073779,178,181
"bkbwar",0.9894115,192,195
"btbwar",0.98857296,208,211
"canwar",0.9972218,221,224
