"species_code","score","start_offset_sec","end_offset_sec"
"reevir1",0.400255,1,4
"indbun",0.3141584,12,15
"amegfi",0.9982056,13,16
"amecro",0.52317864,22,25
"yelwar",0.66816753,25,28
"grycat",0.9728722,34,37
"normoc",0.6435495,38,41
"amerob",0.96837515,42,45
"comloo",0.2629421,54,57
"robgro",0.42390215,93,96
"blujay",0.9966141,101,104
"carwre",0.25963378,104,107
"aldfly",0.7795697,109,112
"amered",0.99440396,113,116
"tuftit",0.53696686,124,127
"cedwax",0.87816966,126,129
"houfin",0.43931472,137,140
"rebwoo",0.98212534,145,148
"magwar",0.449513,148,151
"eastow",0.887181,152,155
"bkcchi",0.33319208,165,168
