"species_code","score","start_offset_sec","end_offset_sec"
"carwre",0.31732756,29,32
"balori",0.4967801,33,36
"woothr",0.98534083,70,73
"yebsap",0.5326588,101,104
"brnthr",0.40539747,115,118
"btbwar",0.87211,171,174
"btnwar",0.3556279,175,178
"scatan",0.62840617,187,190
"amerob",0.5453416,204,207
"norcar",0.32931787,235,238
"yebcha",0.5975908,280,283
"eastow",0.99960893,282,285
"eawpew",0.9983122,284,287
"ovenbi1",0.9998246,291,294
"indbun",0.902673,311,314
"reevir1",0.99857247,319,322
"kenwar",0.42337582,341,344
"tuftit",0.9946352,411,414
"louwat",0.47624397,416,419
"buggna",0.99922913,429,432
"bnhcow",0.5419636,434,437
"whbnut",0.9987673,436,439
"comrav",0.83494985,438,441
"pinwar",0.31422564,495,498
