"species_code","score","start_offset_sec","end_offset_sec"
"eawpew",0.73258024,30,33
"bkbcuc",0.35905147,37,40
"normoc",0.46456686,49,52
"amegfi",0.7768621,50,53
"sonspa",0.5205079,51,54
"rebwoo",0.9636928,55,58
"cedwax",0.7356555,67,70
"comyel",0.59583426,73,76
"houwre",0.9853102,74,77
"norcar",0.56455505,121,124
"yebcuc",0.6386694,155,158
"whtspa",0.8762766,166,169
"buggna",0.6037847,194,197
"amecro",0.9800595,241,244
"fiespa",0.9822608,275,278
"reevir1",0.98453754,281,284
"bkcchi",0.29791078,304,307
"dowwoo",0.4131322,335,338
"indbun",0.92969924,341,344
"grycat",0.54441744,357,360
"eastow",0.91313976,406,409
"chispa",0.8215504,444,447
"rewbla",0.29373518,467,470
