"species_code","score","start_offset_sec","end_offset_sec"
"comyel",0.99988824,1,4
"naswar",0.99056625,17,20
"winwre3",0.3139922,30,33
"eastow",0.5469667,36,39
"sonspa",0.26315,48,51
"bkcchi",0.995348,64,67
"yebfly",0.98054856,71,74
"rewbla",0.5767556,123,126
"norpar",0.9741957,129,132
"magwar",0.7292126,151,154
"whtspa",0.99998575,156,159
"swathr",0.9695425,157,160
"cangoo",0.5341588,216,219
"brwhaw",0.40467504,245,248
"daejun",0.263196,260,263
"herthr",0.80281216,297,300
"canwar",0.61480635,302,305
"btnwar",0.6508232,357,360
"commer",0.99760765,403,406
"reevir1",0.9980682,439,442
"tuftit",0.25909638,447,450
"blujay",0.8151259,469,472
"gockin",0.85074806,473,476
"amerob",0.60887736,497,500
"chswar",0.91732377,529,532
"yelwar",0.6737078,584,587
"cedwax",0.9823681,586,589
