"species_code","score","start_offset_sec","end_offset_sec"
"yebcha",0.27819234,15,18
"wilfly",0.28838187,38,41
"boboli",0.54746264,56,59
"eastow",0.8395914,77,80
"sonspa",0.99873155,122,125
"norwat",0.27270368,136,139
"houwre",0.6783075,146,149
"rewbla",0.8248442,201,204
"aldfly",0.9998524,227,230
"fiespa",0.35057378,249,252
"swaspa",0.99846375,252,255
"amerob",0.9351629,325,328
"bkcchi",0.333705,349,352
"virrai",0.25083867,360,363
"cedwax",0.3492505,424,427
"gowwar",0.26994583,437,440
"carchi",0.79408395,444,447
"dickci",0.5362454,457,460
"comyel",0.99878395,458,461
"amecro",0.8527854,462,465
"balori",0.79862124,479,482
"yelwar",0.5457639,479,482
"commer",0.42495257,565,568
"easmea",0.4398103,575,578
"comgra",0.56036675,584,587
"brnthr",0.27849108,585,588
"amegfi",0.82975984,593,596
"bnhcow",0.5604331,605,608
"chispa",0.2793884,606,609
"grycat",0.9996557,616,619
"moudov",0.97513175,618,621
"chswar",0.311957,653,656
"treswa",0.5287813,654,657
