"species_code","score","start_offset_sec","end_offset_sec"
"houspa",0.27504045,12,15
"blujay",0.44839284,16,19
"chispa",0.9885115,17,20
"ribgul",0.8398164,19,22
"balori",0.36802006,30,33
"easkin",0.405493,35,38
"cangoo",0.9742959,36,39
"rebwoo",0.6887688,47,50
"amerob",0.9448301,64,67
"rewbla",0.34766272,64,67
"grcfly",0.41526425,74,77
"bkcchi",0.98690975,86,89
"killde",0.8428089,88,91
"eursta",0.39502728,90,93
"sonspa",0.32327333,99,102
"amegfi",0.28401804,99,102
"barswa",0.61541826,119,122
"normoc",0.99879134,133,136
"cedwax",0.84840393,139,142
"easblu",0.88846195,144,147
"graspa",0.86304826,146,149
"clcspa",0.763749,168,171
"carwre",0.28138068,183,186
