"species_code","score","start_offset_sec","end_offset_sec"
"commer",0.7459443,0,3
"rewbla",0.9806398,10,13
"bkcchi",0.9880512,14,17
"eawpew",0.3505991,16,19
"comgra",0.9964374,20,23
"balori",0.82920265,28,31
"yebcha",0.77016234,29,32
"cangoo",0.90298486,44,47
"magwar",0.59319466,48,51
"bnhcow",0.9657723,54,57
"amecro",0.45772165,66,69
"chswar",0.40952677,74,77
"swaspa",0.9991347,79,82
"blujay",0.56220794,84,87
"woothr",0.99989814,109,112
"yelwar",0.99731654,129,132
"grycat",0.99999887,177,180
"cedwax",0.95302415,179,182
"norcar",0.5186888,220,223
"moudov",0.9966802,247,250
"barswa",0.66330314,259,262
"easkin",0.99884397,265,268
"buhvir",0.33868006,294,297
"amerob",0.8306596,297,300
"carwre",0.29270303,297,300
"tuftit",0.9551194,305,308
"sonspa",0.92363286,317,320
"amered",0.26666376,344,347
